painting;картина;
artificial;искусственный;
blanket;одеяло;
pillow;подушка;
beef;говядина;
merry-go-round;карусель;
invasion;вторжение;
spell;заклинание;
leatherworking;кожевничество;
blacksmith;кузнец;
cloak;плащ;
belt;ремень;
liver;печень;
